SUPPCODE,DESC,PRICE1,LSTCST
"","SMOK V8 BABY T6 COIL","7.50","4.69"
"           30160","SS JAMAICA DARK RUM SACHET LRG","17.99","7.92"
"LKEY-100","LIGHTER LEASH BELT CLIP HOLDER","2.50","1.08"
"BTW-17","PLEASURE BULLET","35.99","12.50"
"PB-EP-3","PLAYBOY HER PLEASURE 3PK","9.99","5.50"
"5765","FETISH BEGINNERS BALL GAG","24.99","8.27"
"SE-1414","CAL QR ERECTION RING","21.99","7.50"
"500-TPKI","H2O WET TROJAN VIBE","64.99","22.50"
"FO-87","ALIEN RIDGEBACK","24.99","8.50"
"PD9583","LIQUID LOVE / MOIST LUBE 10ML","0.99","0.50"
"ZIP49098","ZIPPO FLASK & LIGHTER SET","124.99","50.49"
"A370","SU PLANTATION RUM CHIPS 100G","9.99","6.00"
"A360","SU SOUTHERN WHISKY CHIPS 100G","9.99","4.80"
"A350","SU TENNESSEE WHISKEY BAR CUBES","11.99","7.00"
"H146","100ML GLASS TRIAL JAR","20.99","8.63"
"H186","100ML PLASTIC TRIAL JAR","10.50","5.30"
"H145","250ML GLASS TRIAL JAR","14.90","5.76"
"H139","500ML GLASS TRIAL JAR","18.90","10.50"
"","KINGPIN BLUNT GLUE","7.00","2.00"
"           55518","THE VINTAGE SHOP 11.4LT CARBOY","49.99","20.11"
"           55519","CARBOY 23LT PLASTIC","89.99","41.87"
"SE-5104","CARDS HOT BEAVERS","29.99","10.50"
"172891","DICE SPICY","19.99","5.33"
"05-263","COCK N BALL VIB COCK RING","46.99","14.00"
"SE-1006","ORO VIBRATING SIMULATOR W/LUBE","64.99","23.00"
"MISC","THRILLER ASS BUTTPLUG","25.99","10.00"
"           10441","MJ CS TOWN CRIER/BITTER","57.99","29.60"
"           10442","MJ CS VICAR'S REMORSE/BITTER","57.99","29.60"
"           10544","MJ CS YEAST M20 BAVARIAN WHEAT","8.99","4.51"
"           10507","MJ CS SESSION ALE POUCH","36.99","19.71"
"           35111","SS TS IRISH CREAM 50ML","12.99","7.49"
"           35128","SS TS CHERRY BRANDY 50ML","12.99","4.80"
"           35131","SS TS DRY VERMOUTH 50ML","12.99","6.15"
"           35144","SS TS CHOCOLATE CREAM 50ML","12.99","4.80"
"           35145","SS TS MARULA CREAM 50ML","12.99","7.49"
"           35150","SS TS IRISH MINT CREAM 50ML","12.99","7.21"
"           40230","MJ LIQ MALT EXTRACT LIGHT 1.2K","16.99","10.09"
"           55390","PIPETTE 3ML GRADUATED 0.5ML","4.99","1.89"
"           25403","WORLD VINEYARD AUS SHIRAZ 10L","179.99","70.00"
"           50315","SS AIR STILL MINI DISTILLERY","549.99","314.22"
"           40722","SAFALE WB-06","10.99","4.80"
"           40718","SAFLAGER W-34/70","12.99","7.02"
"           55894","CIDER MAKING USING ENJOY BOOK","35.99","19.36"
"           55408","PLASTIC TRIAL JAR UNGRADUATED","12.99","5.41"
"            4431","SPARKLING OH! ORANGE SODA","4.00","2.26"
"ZIP1610","ZIPPO SLIM BRUSHED CHROME","54.99","27.52"
"ZIP1600","ZIPPO SLIM BRUSH FINISH CHROME","69.99","29.21"
"ZIPGS250","ZIPPO GIFT SET - POLISHED CHR","134.99","57.49"
"ZIPNZFL","ZIPPO NZ FLAG POLISHED CHROME","94.99","34.40"
"SP316","SMOKING BROWN DBL PAPERS","2.00","0.75"
"            1296","ACRYLIC 2PC $7.50 PIC GRINDER","7.50","1.30"
"FPBF259A","OH YEAH 3.5'","27.99","9.50"
"A290","SU COMBO CARBON BULK PK 500G","17.50","9.00"
"S262","SM CARBON CR SS 400G","17.50","9.00"
"A160","SU CARBON TREAT 100 LTR BULK","19.50","10.50"
"A150","SU CARBON FILTER 100 LTR BULK","15.50","8.00"
"S261","SU FINISHING CARBON 3OOG","11.90","6.00"
"H261","FILTER GRADE 261 CARBON 300G","11.80","6.00"
"H260","SU CARBON TREAT GRADE 260 500G","17.50","9.50"
"A380","SU KENTUCKY BOURB. OAK CHIPS","9.99","4.80"
"H014","23L GLASS JAR DEMIJOHN","124.99","75.00"
"PE498","TITAN 2 HEBE HERB VAPORIZER","199.99","82.50"
"H173","5LT GLASS DEMIJOHN W SWING TOP","24.99","12.75"
"","VASE/WATERPIPE $230","230.00","50.00"
"           10798","VASE/WATERPIPE $155","155.00","36.96"
"MO260","GRINDER 2PC MINI MTL ASST $5","5.00","1.09"
"           35133","SS TS SWISS CHOC ALMOND","12.99","5.64"
"           10145","BLACK ROCK LIQUID SUGAR 1KG","14.99","5.74"
"           50154","SS Z CARBON UNIVERSAL 600G","28.99","13.31"
"           50111","SS PRIMARY CARBON 500G","19.99","9.25"
"           50157","SS GRANULATED CARBON 500G","14.99","8.97"
"           50141","SS Z CARBON REFLUX 205G","9.10","4.36"
"           50179","SS CLASSIC 6 TURBO PACK","19.99","8.27"
"MO209","PRESS MED 3PC","25.00","10.00"
"","HAND ROLLER PLASTIC","6.50","2.50"
"           99811","ICE MAKER PINK LIPS TRAY","7.99","2.50"
"           10501","MJ CS GOLDEN LAGER NO.7","56.99","25.39"
"           99758","STRAWS WILLY 6PK","7.99","2.50"
"H5202","BRIGALOW BOTTLE WASH 275GM","7.90","4.10"
"H250","11.5L GLASS DEMIJOHN","84.99","56.50"
"","ONE/VODAFONE PREPAY 3IN1 SIM","5.00","3.84"
"","SKINNY SIM","4.00","3.06"
"TV","TATIANA VANILLA TUBE CIGAR","70.99","41.58"
"HP205","HOOKAH 1H $20 PIPE","20.00","7.51"
"MO152","GRINDER 3PC EURO COIN MEDIUM","15.00","3.40"
"MO302","GRINDER SHARPSTONE BRWN/COPPER","50.00","19.50"
"YP 1013","STASH CAN SECRET STORAGE","14.99","4.35"
"ZIP24836","ZIPPO DOG TAGS","89.99","37.15"
"GP-8","TOBACCO/HERB PIPE 60.00","60.00","13.04"
"MH205","TIN SMALL STASH","10.00","2.00"
"SP700","RANDY'S WIRED PAPERS","5.50","2.40"
"           99823","STRAWS GNO HIGHBALL COCKTAIL","7.99","2.50"
"BT-M20","BULLET COCKRING","38.99","13.50"
"FME047A000","MASTURBATOR 4.5' WANKER","39.99","12.00"
"FME049A000","MASTURBATOR 5.5' CHEATER","39.99","12.00"
"FME048A000","MASTURBATOR 6' DREAMER","39.99","12.00"
"         1072937","MARBLE SLIMLINE G GREEN VIB","27.99","9.50"
"         1072037","MARBLE 5' VIBRATOR GRAY","24.99","4.25"
"P9486","PENTHOUSE DAINTY DELIGHT","19.99","5.00"
"         1091052","PENTHOUSE BATH BLISS","35.99","6.25"
"ARF008","FINGER COCK RING","9.99","3.50"
"         1095076","PENTHOUSE UTOPIA LOVE RING","38.99","13.50"
"DX-PM-12","DUREX CONDOMS 12PK","24.99","10.50"
"           30380","SS ICON BLACK SAMBUCA LIQUEUR","12.90","4.30"
"A600","CAPPER HAND HELD WOODEN","12.00","6.17"
"           50233","SS CERAMIC BOIL ENHANCERS 30G","3.99","1.51"
"           51040","SS T500 COPPER SADDLES 100G","19.99","10.57"
"MH442","RAW ROLLING MACHINE KS 110MM","10.00","3.00"
"E604","HONEYROSE CLOVE CIGS 20S","19.50","11.12"
"E603","HONEYROSE LIGHTS BLUE CIGS 20S","19.50","11.12"
"","STEM FUNNEL ASSORTED $5.00","5.00","2.50"
"FIREBIRD","FIREBIRD RASPBERRY INCENSE 7GM","10.00","6.00"
"FIREICE","FIRE & ICE MENTHOL INCENSE 7GM","10.00","6.00"
"50R","ZIPPO GIFT KIT W FLUID/FLINTS","24.99","11.54"
"DA-004A","ASHTRAY GLASS SIMPSON/R&M","7.50","1.30"
"","HOOKAH 1H APPLE LIGHT","60.00","18.00"
"HP232","HOOKAH 1H GRAPE","40.00","17.50"
"SP310","SMOKING BLACK MED 1 1/4 PAPERS","2.00","0.51"
"CALPL0087","TICKLER CHICAMOUR PINK","80.99","28.00"
"CALPL0094","TICKLER CHICAMOUR PURPLE","80.99","28.00"
"2K-800","WATER BUNNY STRAP-ON","51.99","18.00"
"SE-1715-00","BULLET SLEEVE TICKLERS","15.99","5.50"
"           11020","WET STUFF LITE PUMP 250GM","30.99","10.50"
"         1095036","TRIPLE ACTION LOVE RING","41.99","14.50"
"05-261","CLITORIS COCKRING","15.99","5.50"
"PD6129-99","PECKER POPPERS","1.50","0.25"
"","AMERICAN BARREL OAK CHIPS 50G","8.90","2.50"
"H144","250ML WHISKEY GLASS JUG","4.50","2.20"
"H052","30LT FERMENTER SEAL","10.99","4.75"
"","QUICK FIX PLUS SYNTHEYIC URINE","86.99","30.00"
"UTEST ZIP","UTEST ZIP THC 15NG/ML","12.50","3.60"
"KANGERMT R CLE","GLASS TUBE KANGER PROTANK-II","9.50","3.50"
"P613","VAPORITE WHIP HOSE","24.99","10.83"
"P614","VAPORITE GLASS HEATING ROD","24.99","12.50"
"ZIP28267","ZIPPO HARLEY DAV. FLAMING SKUL","159.99","61.54"
"","POUCH EASY ROLLERS TOBACCO","24.99","12.00"
"          616119","ASHTRAY BLING GLASS","7.50","3.99"
"           11005","HORNET HEMP KS SLIM + TIPS","4.50","0.52"
"          614157","SKULL GLASS WITH STRAW","9.99","2.85"
"          980548","KIWIANA CAN COOLER BUNGY/SNOW","4.99","1.59"
"","FIREBIRD RASPBERRY INCENSE 3G","10.00","4.00"
"        50065142","COLTS LC RUM 20S","44.00","34.86"
"        50065139","COLTS LC VANILLA 20S","44.00","34.86"
"","FREIGHT DELIVERY CHARGE","10.00","0.00"
"           10646","MJ YEAST - CR51 8G","6.99","2.63"
"           10644","MJ YEAST - R56 8G","6.99","2.63"
"           10645","MJ YEAST - AW4 8G","6.99","2.63"
"           38081","WET STUFF VITAMIN E 60GM","13.99","4.80"
"            3291","WET STUFF LITE TUBE 90GM","19.99","5.75"
"FVE072A000","BASIC 5' VIBRATOR","17.99","6.00"
"PIPE 2007","VASE/WATERPIPE $115","115.00","13.04"
"           10435","VASE/WATERPIPE $125","125.00","30.00"
"           10801","VASE/WATERPIPE $135","135.00","28.26"
"   4006396013651","MANITOU ORGANIC TOBACCO 30GM","97.50","67.41"
"ELEMENTS","ELEMENTS ULTRA THIN KS PAPERS","4.00","0.50"
"STASH-03","TIN LARGE STASH","10.00","1.56"
"","TIN ROUND STASH","10.00","4.00"
"","THE GREAT BOOK OF HEMP","34.99","16.00"
"XO-44","SILICONE CLASSIC G-SPOT VIB","46.99","17.00"
"CN-101815458","HI-RUBBER VIBE DONG","44.99","15.50"
"P9391","EZ-BENDER VIBRATOR","44.99","16.50"
"         2010196","BOI TOYZ PUMP DONUT","17.99","6.00"
"PD6503","BACH PECKER SQUIRTERS","14.99","8.50"
"FMB025","TENDER TEMPATIONS MASTURBATOR","56.99","19.50"
"SE-1595","PENIS EXTENSION WITH VIBRATOR","66.99","23.00"
"         1072067","METALLIC 7' VIBRATOR","25.99","9.00"
"         1013021","SINNERS PLAYTIME KIT","44.99","15.00"
"          100949","NEON LUV TOUCH REMOTE BULLET","67.99","23.49"
"FO-30","PLAY CANDI CORN POP BUTT PLUG","28.99","10.00"
"            8199","MINI SLIM BUTT PLUG","21.99","7.50"
"         1072947","MARBLE SLIMLINE G PURPLE VIB","27.99","9.50"
"UK003","GLASS KNIVES / SPONES 2PK","24.99","9.00"
"           51355","SCALES AT-100 ASHTRAY","29.99","10.00"
"","HOOKAH 1H APPLE","40.00","6.30"
"","HOOKAH 1H POLYRESIN","70.00","15.00"
"MP222","SCRAPER & BRUSH 100MM","3.50","1.25"
"ZIP24150","ZIPPO STARBURST BLUE","89.99","35.09"
"ASHL","ASHTRAY SPIN - LGE","19.99","6.49"
"ZIP21088","ZIPPO ZIPPER PURE","89.99","37.15"
"ASHS","ASHTRAY SPIN - SML","12.99","5.00"
"YHG 01","ASHTRAY GLASS LEAF EMBLEM","7.50","1.30"
"ZIPGS21067","ZIPPO GIFT SET - HIDDEN DRAGON","99.99","34.76"
"ZIPGS24011","ZIPPO GIFT SET - LUCKY ACE","99.99","33.79"
"ZIP28847","ZIPPO RED FLAME SPARKLING","69.99","27.51"
"ASHSNOOK","ASHTRAY SPIN - 8 BALL","14.99","5.50"
"ZIP28485","ZIPPO HARLEY DAVIDSON EAGLE","124.99","45.87"
"           40566","MJ HOPS NZ WAIMEA 100GM","7.70","9.11"
"           40562","MJ HOPS NZ PACIFICA 100G","15.90","9.11"
"           40567","MJ HOPS NZ RAKAU 100G","15.90","9.11"
"           40561","MJ HOPS NZ PACIFIC JADE 100G","15.90","9.11"
"NPGASSM","NEWPORT GAS - SMALL 90ML","5.50","1.99"
"ASHM","ASHTRAY SPIN - MED","14.99","6.49"
"ZIP28854","ZIPPO AMERICAN CLASSIC","89.99","34.40"
"          613722","ACRYLIC 4PC W HANDLE","30.00","7.16"
"A005","NIP POURER","7.99","3.99"
"          948066","BEER CAP COASTERS","19.99","8.76"
"          980549","KIWIANA BTL COOLER BUNGY/SNOW","6.99","2.36"
"           30136","SS TS JAMAICAN GOLD RUM 50ML","11.99","6.48"
"           24011","ZIPPO LUCKY ACE HP CHROME","84.99","33.02"
"HA035","HOOKAH BOWL CERAMIC LRG","14.99","5.00"
"","KANGER SUBTANK MINI 4.5ML","59.99","39.00"
"","HOOKAH BOWL LGE W/WIND COVER","22.99","7.83"
"HA034","HOOKAH BOWL CERAMIC SML","7.50","1.39"
"","TICKLER ONE TOUCH VIBE PINK","99.99","30.00"
"","TICKLER ONE TOUCH VIBE PURPLE","99.99","30.00"
"PD8606-00","INFLATABLE MS.PIGLET/LOVE PIG","49.99","16.50"
"SE-1980","MS EVA THE EWE BLOW UP","45.99","16.00"
"           38060","WET STUFF VITAMIN E 270G","32.99","6.66"
"","DICE SHANES WORLD SEX 101","19.99","7.00"
"          139093","FIFTY WAYS TO TEASE YOUR LOVER","49.99","17.08"
"SE-2250-00","UP - TIGHTEN IT UP V-GEL 47ML","30.99","10.50"
"           73534","ARTISAN CHEESE KIT","249.99","85.67"
"        21028274","CARDS GRASS GAME","69.99","29.96"
"","CADBURY DAIRY MILK 50G","2.50","1.00"
"","IRISH COFFEE LIQUEUR ESSENCE","6.90","3.50"
"BM156","BM PREMIUM BREWING SUGAR 1KG","7.50","3.70"
"PD5013","BOOBIE/PECKER AIR FRESHENER","2.50","0.00"
"ASH026","ASHTRAY GLASS SKULL EMBLEM","7.50","1.30"
"    716165201632","CYCLONE CLEAR BLUEBERRY BLUNT","4.00","1.40"
"PD5087","DICKY DARTS","9.99","3.00"
"           10525","MJ CS PASSION & PEACH CIDER","66.99","37.10"
"           10526","MJ CS RASPBERRY & MANGO CIDER","66.99","37.10"
"           10510","MJ CS STRAWBERRY & PEAR CIDER","66.99","37.10"
"           74216","MM GINGER BEER YEAST 5G 3PK","11.99","4.80"
"           30134","SS TS SPICED RUM 50ML","11.99","6.74"
"F06B026B00","SIMPLEX 7.5'","43.99","15.00"
"F06B025B00","SIMPLEX 5'","28.99","10.00"
"           99326","WIND UP PORKING PIGGIES","14.99","5.00"
"FVF009A000S","DUO BALLS - SILVER/GOLD 8 INCH","25.99","9.00"
"         1004167","SUMI SUKAI GRIPPER","44.99","5.00"
"SE-2001-14","4 PLAY COUPLES KIT","79.99","9.49"
"         1013023","SINNERS SEX STRAPS AND GAG","71.99","20.00"
"F06E034A00","SIMPLEX 6'","31.99","11.00"
"PD3275","PUMPWORX PUMP ACCESSORY KIT","79.99","35.00"
"","JELLY TURTLE COCKRING","25.99","12.00"
"","JELLY DOLPHIN VIB COCKRING","25.99","13.00"
"","JELLY BEAR COCKRING","25.99","12.00"
"SE-0409-10","CAL APOLLO PROSTATE PROBE","36.99","12.50"
"           55451","SS EZ FILTER SYSTEM","169.99","72.54"
"HP246","HOOKAH 2H JUNIOR COOL","95.00","26.09"
"","VASE/WATERPIPE $205","205.00","35.00"
"","VASE/WATERPIPE $245","245.00","70.00"
"           10765","VASE/WATERPIPE $195","195.00","54.35"
"","FUNNEL PIECES $12.50","12.50","2.00"
"           11985","TOBACCO/HERB PIPE 65.00","65.00","2.17"
"GSP-01","TOBACCO/HERB PIPE 55.00","55.00","11.57"
"DRG CHALICE","DR GREENS CHALICE CLEANER","12.99","0.00"
"","FUNNEL PIECES $6.00","6.00","1.50"
"MO165","ACRYLIC 4PC GRINDER","15.00","4.45"
"           60661","RAW PRE-ROLLED 1 1/4 CONES 6PK","7.50","2.50"
"SP327","SMOKING KS BLUE PAPERS","3.00","0.70"
"A340","VERTA FLOW FILTER DISK 20PK","6.90","3.00"
"","TOBACCO/HERB PIPE 70.00","70.00","25.90"
"","HOOKAH 1H $175 CASE 425H","175.00","90.00"
"","HOOKAH 2H $50 PLASTIC PIPE","50.00","20.00"
"JC-5053","WATER/TOP PUFF","30.00","6.96"
"1AGENTX3","PREMIXED FETISH FAKE PEE","59.99","24.95"
"","CIGAR BOX $2","2.00","0.00"
"","CLIPPER RAW LIGHTER","8.99","1.86"
"H545","FAST RACK 12 FOR 750ML BOTTLES","21.99","11.10"
"H547","FAST RACK 24 FOR STUBBIES","32.99","17.50"
"","CHARCOAL COCONARA 45PCE","34.99","15.00"
"","ATMOS i30 30W SUB OHM BLACK","29.99","90.75"
"","KEY CHAIN WITH CLIP","9.99","4.00"
"PD6314-01","3D BOOBIE/PECKER ICE MOULD","4.99","1.50"
"BG-D76","DICE CHUG! GAME","14.99","4.40"
"BG-030","DICE WACKY TOBACKY","15.99","5.30"
"PD3006-00","DELUXE 4.5' FINGER VIBRATOR","13.99","4.80"
"          225125","BLACK MONT DOUCHE SET","35.99","12.37"
"PD3113","FLIP HER OVER","29.99","10.00"
"06-159","WATER SOFT MOUNTS ASST.","49.99","17.50"
"F10B3F010","PLAY CANDI PLUG SMALL","23.99","8.00"
"PD4260-11","BASIX MINI BUTT PLUG","17.99","6.20"
"PD4267","BASIX BEGINNER'S BUTT PLUG","17.99","5.00"
"F06D029","SMILING BUTT PLUG RED","24.99","7.50"
"529-4","WILD HIDE FLAPPER CROP","49.99","18.00"
"2813-PD9050","LIFE SAVER 4.5' VIBE","24.99","9.50"
"2814-PD9051","LIFE SAVER 7' VIBE","29.99","12.50"
"           95666","SEX! SEXUAL POSITION COUPONS","14.99","5.83"
"PD5111","HIS & HERS COUPONS","9.99","1.88"
"           99808","LOVE COUPONS","9.99","2.00"
"HP-2170","TONGUE DINGER RING","12.99","4.35"
"UR010","WHAT THE F*CK RAUNCHY VERSION","29.99","9.90"
"           99855","IN CASE OF EMERGENCY VIBE","29.99","9.50"
"133030","CARDS BAR WHAT THE F*CK?","19.99","6.56"
"          126280","CARDS WEED!","19.99","6.06"
"          132976","LETS FUCK XXX","34.99","13.10"
"           99853","CARDS HOT MALE NUDE","14.99","4.65"
"PD7708-99","CARDS XXX","9.99","2.50"
"BG-D55","DRINKING CRIBBAGE","19.99","8.70"
"","PASS-OUT DRINKING GAME","44.99","15.55"
"C91-4819","INFLATABLE PARTY PECKER 36'","24.99","8.50"
"650896","FUR LOVE CUFFS","9.99","2.00"
"PD5078-02","BAD GIRL APRON","29.99","14.00"
"          615808","BEER BONG","29.99","9.56"
"HP-2600","BOOBIE FLYER FRISBEE","34.99","13.50"
"F06D001B00","SIMPLX 7'","31.99","11.00"
"F06D078B00","GIRL STYLE 5' DONG","28.99","12.00"
"F06D077B00","GIRL STYLE 6' DONG","34.99","12.00"
"AF SHISHA FOIL","ALUMINIUM FOIL AL FAKHER 50PC","4.99","1.50"
"","SU PORT FLAVOUR","9.20","4.00"
"           45327","BUNG TAPERED CORKS 21MM","2.99","0.70"
"           10467","MJ PREM CLASSIC IRISH CIDER","49.99","26.56"
"MH746","PILL CASE LIPSTICK","7.50","1.75"
"EA061","CHARGER USB KANGER UBOAT","9.99","3.00"
"ET122","INNOKIN PRISM T18II TANK","19.99","12.50"
"           99388","WIND UP WILLY ON WHEELS","9.99","3.00"
"BG-064","FAIL GAME","64.99","22.00"
"N-N","CARDS NAKED & NAUGHTY GAME","9.99","3.00"
"F0026","SEX GONE WILD GAME","54.99","23.97"
"          650964","MIDNIGHT SMOKER UTILITY TOOL","4.99","0.75"
"","ARIZER GO ARGO VAPORIZER","499.99","326.04"
"","POP UP PECKER CAKE TOPPER","8.99","3.70"
"           35101","SS TS CAFELUA","12.99","7.49"
"           35154","SS TS RUBY PORT 50ML","11.99","6.71"
"           30119","SS TS APPLE BRANDY 50ML","11.99","4.20"
"           30135","SS TS SINGLE WHISKEY 50ML","11.99","6.74"
"YP3021","VASE/WATERPIPE $160","160.00","43.48"
"","VASE/WATERPIPE $165","165.00","50.00"
"           11767","VASE/WATERPIPE $170","170.00","31.00"
"           10706","VASE/WATERPIPE $180","180.00","60.87"
"YP2804","VASE/WATERPIPE $185","185.00","34.00"
"Z+2402","VASE/WATERPIPE $190","190.00","38.00"
"W122","VASE/WATERPIPE $200","200.00","60.87"
"","VASE/WATERPIPE $235","235.00","50.00"
"","VASE/WATERPIPE $210","210.00","50.00"
"ZIP250G","ZIPPO GOLD PLATED POLISHED","89.99","30.00"
"","VASE/WATERPIPE $215","215.00","48.00"
"           12622","VASE/WATERPIPE $220","220.00","52.25"
"ZIPGUARD","ZIPPO ZIP GUARD","79.99","30.00"
"           10885","VASE/WATERPIPE $240","240.00","54.00"
"           10768","VASE/WATERPIPE $250","250.00","36.10"
"SP315","SMOKING BLUE DBL PAPERS","2.00","0.67"
"BM104","BREWMASTER CROWN CAPS 120PK","7.99","4.80"
"H897","FOUR FINGERS APA BEER KIT","59.99","35.75"
"H900","YULE CINNAMON & GINGER BEERKIT","59.99","34.50"
"H898","BAD CAT IMPERIAL RED BEER KIT","59.99","35.75"
"H891","RAJA'S REWARD IPA BEER KIT","59.99","34.50"
"            1000","V CAN 250-275ML","3.50","1.08"
"            1005","V CAN SUGARFREE 250-275ML","3.50","1.13"
"            1176","OVI PEACH 500ML","4.50","2.50"
"            1171","OVI BERRY 500ML","4.50","2.50"
"            3351","FRESH UP APPLE & ORANGE 355ML","3.00","1.89"
"            4971","SPARKLING OH! LEMON LIME 500ML","4.00","2.27"
"            4972","SPARKLING OH! ORANGE & MANGO","4.00","2.26"
"F06G004","MEGAHOOD 7'' DUO DENSITY","71.99","20.00"
"           50102","SS TENNESSE BOURBON STAVES","24.90","12.20"
"           50105","SS KENTUCKY BOURBON STAVES","24.90","12.20"
"","SPARK $5 3-IN-1 SIM","5.00","3.60"
"","BREW-WORX STICKER U KNO JAH!","0.20","0.00"
"H890","HAMMER OF THOR LAGER KIT","59.99","35.75"
"EC240","KANGER OCC COIL SNGL","7.50","4.30"
"","KANGER SUBTANK NANO 3ML","64.99","30.43"
"F06G038","MEGAHOOD 6.5'' DUO DENSITY","71.99","25.00"
"AC104","CHARGER USB MICRO","9.99","1.00"
"","FAST FERMENT 30LT COMPLETE KIT","235.00","139.50"
"SP478","RAW CONNOISSEUR 1 1/4 + TIPS","6.00","2.00"
"SA017","RAW HEMP WICK 4MTR","7.50","3.00"
"           45470","NOVATWIST SCREW CAP 30","34.90","13.50"
"   8500001050094","PUNCH CORONATIONS A/T","51.99","27.82"
"H835","MUNTONS OLD ENGLISH BITTER KIT","57.99","32.00"
"           10426","MJ LUCKY GOAT PALE ALE POUCH","30.99","13.87"
"SE-2250-10","UP - START IT UP ACC GEL 47ML","24.99","1.00"
"PD2037-11","DUO PLEASURE COUPLE'S SET","24.99","5.00"
"         1101246","WILDFIRE RED MAN RED HOT 9'","51.99","18.00"
"F06E067","HOODLUM 13' DOUBLE DONG","71.99","25.00"
"F06F063","HOODLUM 11' DOUBLE DONG","57.99","20.00"
"PG109","PLAYGIRL PLEASURE SET","24.99","5.00"
"PD3364-12","ULTRA BUTTERFLY STRAP-ON","43.99","15.00"
"NVD17","DONKEY PUNCH CAN BONG","14.99","0.50"
"14-94","PURRFECT PLUG","34.99","12.00"
"          198726","DR JOEL 6.5' INTIMACY MASSAGER","24.99","10.00"
"PD8102-99","ADULT MISTLETOE","4.99","1.00"
"","BAR PLUS COCKTAIL MIXES 5PK","10.00","5.22"
"CI201","CIGAR CUTTER SNGL EDGE","10.00","3.25"
"SE-0282-30","PLAY THINGS MINI DBL DONG","61.99","21.50"
"2K-78","BLUE DOLPHIN G-SPOT VIB","29.99","9.00"
"230L","FRENCH LOAF 13' VIB","51.99","18.00"
"           19808","EDIBLE GUMMY UNDIES FOR HIM","21.99","7.49"
"           19804","EDIBLE GUMMY UNDIES FOR HER","21.99","7.49"
"BGR66","DICE SEX","9.99","4.00"
"H352","SMOKEY BOURBON 50ML","9.50","5.00"
"WJC","WHISKEY GLASS JUG CAPS","1.50","0.50"
"BT-M10","ENDURANCE COCKRING","32.99","11.50"
"          616168","3 IN 1 LIGHTER CASE","4.99","1.20"
"           51077","SS T500 COPPER/SS CONDENSER","549.99","274.70"
"PIPEPLAN","PIPEPLAN CARBON PIPE FILTERS","4.50","2.00"
"ZIPGS151","ZIPPO GIFT SET - SPECTRUM","139.99","58.70"
"ZIPGS204","ZIPPO GIFT SET - BRUSHED BRASS","144.99","57.49"
"ZIPGS218","ZIPPO GIFT SET - BLACK MATTE","134.99","55.56"
"ZIP28419","ZIPPO JIM BEAM WHITE LABEL","79.99","29.81"
"ZIP28635","ZIPPO JACK DANIELS EMBLEM","79.99","29.81"
"INKHUSA","KHUSA DAVA INDIAN INCENSE 3G","10.00","2.48"
"          613147","ACRYLIC 2PC $5 GRINDER","5.00","0.99"
"EC246","KANGER VOCC-T DUAL COIL 5PK","25.00","14.95"
"EC213","KANGER SOCC MT32 COILS 5PK","34.99","7.52"
"","KANGER SOCC MT32 COIL SNGL","5.00","1.51"
"","500ML MJ AMBER FLIP TOP SNGL","5.00","1.08"
"","750ML MJ AMBER FLIP TOP SNGL","5.50","1.08"
"EC245","GLASS TUBE KANGER SUBTANK NANO","9.50","2.50"
"         1027509","SHOT GLASS ASST.","5.00","2.09"
"         1039062","BREW-WORX JAR","5.00","2.79"
"           51000","SS TURBO 500 25LT BOILER","180.00","110.79"
"           35127","SS TS BUTTERSCOTCH CREAM 50ML","12.99","7.49"
"SE-1515","LOVE RIDER DUAL PENETRATOR","56.99","19.50"
"PD2706-11","JAZZ ANAL BEADS","10.99","3.55"
"SE-1514-20","ACCOMMODATOR DUAL PENETRATOR","51.99","18.00"
"PD3255-15","PUMPWORX PUMP","61.99","21.30"
